sentence,fuel,machine,others,part,price,service,clean_sentence
Kerenan pajero lah yang setuju like ya,neutral,neutral,positive,neutral,neutral,neutral,keren pajero lah yang tuju like ya
Lebih ok pajero .... lebih jantan,neutral,neutral,positive,neutral,neutral,neutral,lebih ok pajero lebih jantan
"Saya pakai motor vario sangat nyaman , rem sangat pakem , Suara mesin montor masih halus , padahal setiap bulan dibuat jalan luar provinsi tetapi masih tetap nyaman .",neutral,positive,positive,positive,neutral,neutral,saya pakai motor vario sangat nyaman rem sangat pakem suara mesin montor masih halus padahal tiap bulan buat jalan luar provinsi tetapi masih tetap nyaman
Tergantung mau pakai nya berapa lama . Kalau 2 - 3 tahun mau ganti mending brio bro karena harga honda turun enggak jauh-jauh amat .,neutral,neutral,neutral,neutral,positive,neutral,gantung mau pakai nya berapa lama kalau tahun mau ganti mending brio bro karena harga honda turun enggak jauhjauh amat
"tetapi selama yang saya lihat kalau xenia avanza tubruk ( adu kambing ) , bagian kabin kelihatan masih kokoh .",neutral,neutral,neutral,positive,neutral,neutral,tetapi lama yang saya lihat kalau xenia avanza tubruk adu kambing bagi kabin lihat masih kokoh
Rush dan terios tampilan saja bagus tetapi kualitas murahan . mendingan beli cortez nyaman dibawa dan murah .,neutral,neutral,positive,positive,positive,neutral,rush dan terios tampil saja bagus tetapi kualitas murah mending beli cortez nyaman bawa dan murah
"Alasan saya pilih HRV karena butuh mobil yang jangkung , lega di kelas nya , dan model nya ganteng .",neutral,neutral,neutral,positive,neutral,neutral,alas saya pilih hrv karena butuh mobil yang jangkung lega di kelas nya dan model nya ganteng
"honda jazz full power banget, body mantep, suspensi empuk dan nyaman.",neutral,positive,neutral,positive,neutral,neutral,honda jazz full power banget body mantep suspensi empuk dan nyaman
Nama Toyota dan Honda di indonesia melegenda ... walaupun mahal orang mau beli ... kata nya Spert part nya murah padahal kualitas nya abal2 ... di ketok dikit langsung penyot body nya dan dasbor nya,neutral,neutral,neutral,negative,neutral,neutral,nama toyota dan honda di indonesia legenda walaupun mahal orang mau beli kata nya spert part nya murah padahal kualitas nya abal2 di ketok dikit langsung penyot body nya dan dasbor nya
Xenia perawatan berkala nya tidak mahal .,neutral,neutral,neutral,neutral,neutral,positive,xenia awat kala nya tidak mahal
jelek banget ini xenia li menesal saya beli,neutral,neutral,negative,neutral,neutral,neutral,jelek banget ini xenia li menesal saya beli
jujur saja tenaga nya Mobilio lebih besar yang manual dan akselerasi nya lebih cepat,neutral,positive,neutral,neutral,neutral,neutral,jujur saja tenaga nya mobilio lebih besar yang manual dan akselerasi nya lebih cepat
"Beat street dari bentukan keren banget , eye catching , dari performa juga lumayan untuk motor seharga nya , mesin senyap dan benar-benar halus .",neutral,positive,neutral,positive,neutral,neutral,beat street dari bentuk keren banget eye catching dari performa juga lumayan untuk motor harga nya mesin senyap dan benarbenar halus
Brio saya kondisi mesin bisa dibilang masih sempurna masih bisa 28 km / liter dan digas ke 120 kmh 140 kmh juga masih enteng .,neutral,positive,neutral,neutral,neutral,neutral,brio saya kondisi mesin bisa bilang masih sempurna masih bisa km liter dan gas ke kmh kmh juga masih enteng
"suspensi pajero empuk , fortuner itu suspensi nya keras",neutral,neutral,neutral,negative,neutral,neutral,suspensi pajero empuk fortuner itu suspensi nya keras
Menurut saya mobil xpander ini sangat nyaman dan keren,neutral,neutral,positive,neutral,neutral,neutral,turut saya mobil xpander ini sangat nyaman dan keren
komplit sekali servis yang ditawarkan toyota semua nya ada pokok nya paket lengkap,neutral,neutral,neutral,neutral,neutral,positive,komplit sekali servis yang tawar toyota semua nya ada pokok nya paket lengkap
Avanza sangat mendukung profesi yang saya jalani karena avanza bagi saya volume ruang yang besar .,neutral,neutral,neutral,positive,neutral,neutral,avanza sangat dukung profesi yang saya jalan karena avanza bagi saya volume ruang yang besar
mobil mitsubishi sekarang sudah gratis biaya servis dan sparepart selama 5 tahun .,neutral,neutral,neutral,positive,neutral,positive,mobil mitsubishi sekarang sudah gratis biaya servis dan sparepart lama tahun
Rush 2018 G AT cocok untuk kalangan tua dan muda . tiada lagi tandingan nya .,neutral,neutral,positive,neutral,neutral,neutral,rush g at cocok untuk kalang tua dan muda tiada lagi tanding nya
Hanya honda beat yang sudah terbukti mantap dan dahsyat.,neutral,neutral,positive,neutral,neutral,neutral,hanya honda beat yang sudah bukti mantap dan dahsyat
harga jual pun bersaing . untuk saat ini Nmax jadi motor ini paling nyaman digunakan baik untuk harian maupun tur .,neutral,neutral,positive,neutral,positive,neutral,harga jual pun saing untuk saat ini nmax jadi motor ini paling nyaman guna baik untuk hari maupun tur
Waduh kece parah deh ini bisa-bisa kepincut saya sama wuling cortez,neutral,neutral,positive,neutral,neutral,neutral,waduh kece parah deh ini bisabisa kepincut saya sama wuling cortez
"Dari pengalaman sendiri pakai mitsubishi , lampu kayak kurang terang itu karena kaca film standar terlalu gelap yang depan .",neutral,neutral,neutral,negative,neutral,neutral,dari alam sendiri pakai mitsubishi lampu kayak kurang terang itu karena kaca film standar terlalu gelap yang depan
"Pernah Punya Grand Livina XV tahun 2011 dipakai sampai 5 Tahun , dan KM - nya enggak sampai 50.000 . Sumpah ini mobil nyaman banget .",neutral,neutral,positive,neutral,neutral,neutral,pernah punya grand livina xv tahun pakai sampai tahun dan km nya enggak sampai sumpah ini mobil nyaman banget
cukup puas dengan toyota rush ini,neutral,neutral,positive,neutral,neutral,neutral,cukup puas dengan toyota rush ini
"saya juga baru saja beli tipe deluxe juga , bensin lumayan irit kok kak .",positive,neutral,neutral,neutral,neutral,neutral,saya juga baru saja beli tipe deluxe juga bensin lumayan irit kok kak
Bengkel resmi Yamaha menjual suku cadang dengan harga yang jauh lebih mahal.,neutral,neutral,neutral,neutral,neutral,negative,bengkel resmi yamaha jual suku cadang dengan harga yang jauh lebih mahal
Xeli tenaga nya juga enggak memalukan,neutral,positive,neutral,neutral,neutral,neutral,xeli tenaga nya juga enggak malu
Bengkel payah . Mobil 3 bulan gak dikerjain juga . Bengkel yang mengecewakan ( @ Honda Prima Bekasi ),neutral,neutral,neutral,neutral,neutral,negative,bengkel payah mobil bulan gak dikerjain juga bengkel yang kecewa honda prima bekas
"xpander memang oke , enak saja menanjak 6 orang dalam mobil .",neutral,neutral,positive,neutral,neutral,neutral,xpander memang oke enak saja tanjak orang dalam mobil
"All new Avanza punya rasio gigi lebih halus . kabin lebih lega , buat baris 1 - 2 .",neutral,neutral,neutral,positive,neutral,neutral,all new avanza punya rasio gigi lebih halus kabin lebih lega buat baris
"nmax lebar sih . cuma Honda kalau soal servis masih lebih aman ,",neutral,neutral,neutral,positive,neutral,positive,nmax lebar sih cuma honda kalau soal servis masih lebih aman
Masih nyaman Pajero karna Pajero lebih banyak peminat nya dari pada Fortuner,neutral,neutral,negative,neutral,neutral,neutral,masih nyaman pajero karna pajero lebih banyak minat nya dari pada fortuner
"4 tahun pakai Altis , irit bbm banget apalagi buat luar kota",positive,neutral,neutral,neutral,neutral,neutral,tahun pakai altis irit bbm banget apalagi buat luar kota
Sudah 4 tahun lebih pakai mobil Honda ini . benar-benar mantap ! Pantas jadi MOBIL SEJUTA UMAT nya sedunia . Tidak pernah mengalami masalah sama sekali .,neutral,neutral,positive,neutral,neutral,neutral,sudah tahun lebih pakai mobil honda ini benarbenar mantap pantas jadi mobil juta umat nya dunia tidak pernah alami masalah sama sekali
"Gue cuma punya setahun Grand Livina, cuma dipakai ke Bali, tenaga nya lemot banget.",neutral,positive,neutral,neutral,neutral,neutral,gue cuma punya tahun grand livina cuma pakai ke bal tenaga nya lot banget
"Tetapi menurut saya honda masih terlalu pelit untuk ac - nya ,",neutral,neutral,neutral,negative,neutral,neutral,tetapi turut saya honda masih terlalu pelit untuk ac nya
Toyota Avanza versi terbaru pun menghadirkan pedal gas yang lebih ringan untuk diinjak sehingga anda bisa memperoleh tingkat kenyamanan lebih mudah .,neutral,neutral,neutral,positive,neutral,neutral,toyota avanza versi baru pun hadir pedal gas yang lebih ringan untuk injak sehingga anda bisa oleh tingkat nyaman lebih mudah
Wah bengkel toyota pelayanan nya bagus banget nih . ini sih nunggu berjam-jam di bengkel juga gak bakal bosen kalo semuanya disediain di sini :D,neutral,neutral,neutral,neutral,neutral,positive,wah bengkel toyota layan nya bagus banget nih ini sih nunggu berjamjam di bengkel juga gak bakal bosen kalo semua ain di sini d
jazz tarikan nya jauh lebih halus daripada brio,neutral,negative,neutral,neutral,neutral,neutral,jazz tari nya jauh lebih halus daripada brio
"Toyota Fortuner adalah kendaraan yang benar-benar di atas harapan . Setelah beberapa lama menggunakan nya , konsumsi bahan bakar kendaraan ini cukup baik dan bisa diandalkan .",positive,neutral,positive,neutral,neutral,neutral,toyota fortuner adalah kendara yang benarbenar di atas harap telah beberapa lama guna nya konsumsi bahan bakar kendara ini cukup baik dan bisa andal
Jazz enak . tetapi mahal harga dan perawatan gila .,neutral,neutral,positive,neutral,negative,negative,jazz enak tetapi mahal harga dan awat gila
gue enggak menyangka xpander bisa sebagus ini .,neutral,neutral,positive,neutral,neutral,neutral,gue enggak sangka xpander bisa bagus ini
fortuner sempit di belakang kalau pajero luas duduk nya ga mentok,neutral,neutral,neutral,positive,neutral,neutral,fortuner sempit di belakang kalau pajero luas duduk nya ga mentok
"mesin 3SZ - VE 1500 cc ini memang lebih pas di badan Avanza , bertenaga namun efisien",neutral,positive,neutral,neutral,neutral,neutral,mesin 3sz ve cc ini memang lebih pas di badan avanza tenaga namun efisien
ane tetep megang mobilio daripada avanza . . ga enak banget avanza .. rasa berkendara nya enakan mobilio ..,neutral,neutral,positive,neutral,neutral,neutral,ane tetep megang mobilio daripada avanza ga enak banget avanza rasa kendara nya enak mobilio
Saya juga pakai hrv om . impresi nya sangat luar biasa dan enak banget dikendarai baik dalam dan luar kota hrv terbaik,neutral,neutral,positive,neutral,neutral,neutral,saya juga pakai hrv om impresi nya sangat luar biasa dan enak banget kendara baik dalam dan luar kota hrv baik
"Kenapa saya suka dengan mobil Avanza , karena selain nyaman mobil ini mesin nya juga terpelihara dan terjaga . Jadi apabila kita hendak pergi ke luar kota atau pergi jauh mesin nya tetap awet .",neutral,positive,positive,neutral,neutral,neutral,kenapa saya suka dengan mobil avanza karena selain nyaman mobil ini mesin nya juga pelihara dan jaga jadi apabila kita hendak pergi ke luar kota atau pergi jauh mesin nya tetap awet
Toyota Rush irit,positive,neutral,neutral,neutral,neutral,neutral,toyota rush irit
Mending Calya harga stabil,neutral,neutral,neutral,neutral,positive,neutral,mending calya harga stabil
sebagai jiwa petualang saya yakin beli brio karena lincah kalau untuk lari,neutral,positive,neutral,neutral,neutral,neutral,bagai jiwa tualang saya yakin beli brio karena lincah kalau untuk lari
"Wuling confero , mesin gardan oke dan mantap , mesin andal di kelas nya ,",neutral,positive,neutral,neutral,neutral,neutral,wuling confero mesin gardan oke dan mantap mesin andal di kelas nya
@hondajazz_id pelayanan bengkel honda pluit jelek,neutral,neutral,neutral,neutral,neutral,negative,hondajazzid layan bengkel honda pluit jelek
"grand livina cuma menang di interior, mesin tetap kalah.",neutral,negative,neutral,positive,neutral,neutral,grand livina cuma menang di interior mesin tetap kalah
"tapi mazda kadang mahal , harga purnajual enggak seberapa",neutral,neutral,neutral,neutral,negative,neutral,tapi mazda kadang mahal harga purnajual enggak berapa
layanan Purnajual Toyota Dinilai Paling Memuaskan,neutral,neutral,neutral,neutral,neutral,positive,layan purnajual toyota nilai paling muas
Gue punya selis sudah 4 tahun. masih awet. batre sama kontroler nya enggak pernah masalah.,neutral,neutral,positive,positive,neutral,neutral,gue punya sel sudah tahun masih awet batre sama kontroler nya enggak pernah masalah
avanza bahan bakar nya boros banget,negative,neutral,neutral,neutral,neutral,neutral,avanza bahan bakar nya boros banget
"Lagi mikir , mobil murah dan perawatan mudah kan Avanza , tapi kok gak ada perusahaan taksi yang pake ya ? Kan enak penumpang nya bisa 6 orang .",neutral,neutral,neutral,neutral,positive,positive,lagi mikir mobil murah dan awat mudah kan avanza tapi kok gak ada usaha taksi yang pake ya kan enak tumpang nya bisa orang
"Enggak semua bengkel AHASS HONDA servis nya keren , motor gue servis dicsitu malah sama saja kayak enggak diservis ! Udah mahal ! Payah lagi !",neutral,neutral,neutral,neutral,neutral,negative,enggak semua bengkel ahass honda servis nya keren motor gue servis dicsitu malah sama saja kayak enggak servis udah mahal payah lagi
Avanza mobil yang cocok adalah yang irit,positive,neutral,neutral,neutral,neutral,neutral,avanza mobil yang cocok adalah yang irit
Alhamdulillah saya tidak salah pilih memilih kendaraan buat usaha selain dari tenaga nya yang lumayan kencang vario 125 kokoh buat bawa beban banyak dan irit sangat bbm - nya,positive,positive,positive,neutral,neutral,neutral,alhamdulillah saya tidak salah pilih pilih kendara buat usaha selain dari tenaga nya yang lumayan kencang vario kokoh buat bawa beban banyak dan irit sangat bbm nya
fortuner ini mobil yang paling gagah dan elegan di kelas nya,neutral,neutral,positive,neutral,neutral,neutral,fortuner ini mobil yang paling gagah dan elegan di kelas nya
Mobil lmpv paling enak mesin dan handling nya .. sayang fitur nya nanggung banget belum ada smartkey,neutral,positive,neutral,negative,neutral,neutral,mobil lmpv paling enak mesin dan handling nya sayang fitur nya nanggung banget belum ada smartkey
pajero lah yg menang soal nya dia hemat karena solar Dan lebih nyaman,positive,neutral,positive,neutral,neutral,neutral,pajero lah yg menang soal nya dia hemat karena solar dan lebih nyaman
"Beat 2010 merupakan varian beat terbaik di kelas nya dengan tampilan sporty dan aeorodinamis yang baik sehingga sangat lincah di jalanan sewaktu merangsek di kemacetan , lagi pilihan warna juga desain sangat cocok untuk muda di semua gender .",neutral,positive,positive,positive,neutral,neutral,beat rupa varian beat baik di kelas nya dengan tampil sporty dan aeorodinamis yang baik sehingga sangat lincah di jalan waktu merangsek di macet lagi pilih warna juga desain sangat cocok untuk muda di semua gender
mobilio memang paling enak buat low mpv,neutral,neutral,positive,neutral,neutral,neutral,mobilio memang paling enak buat low mpv
Saya lebih suka fortuner dibandingkan pajero,neutral,neutral,negative,neutral,neutral,neutral,saya lebih suka fortuner banding pajero
Calya bagus cantik irit dan terjangkau,positive,neutral,neutral,positive,positive,neutral,calya bagus cantik irit dan jangkau
Xeli lumayan irit bbm 1:9 dalam kota ( belum pernah bawa ke luar kota ) .,positive,neutral,neutral,neutral,neutral,neutral,xeli lumayan irit bbm dalam kota belum pernah bawa ke luar kota
Gw sih pilih fortuner karena enteng klo di jalan jelek,neutral,neutral,positive,neutral,neutral,neutral,gw sih pilih fortuner karena enteng klo di jalan jelek
"mobilio oke banget secara keseluruhan, tapi buat pilihan warna nya gak menarik",neutral,neutral,positive,negative,neutral,neutral,mobilio oke banget cara seluruh tapi buat pilih warna nya gak tarik
jazz jauh lebih praktis dipake kalo dibanding brio,neutral,neutral,negative,neutral,neutral,neutral,jazz jauh lebih praktis dipake kalo banding brio
si xexi tarikan oke . lari 120 di cipularang oke saja itu .,neutral,positive,neutral,neutral,neutral,neutral,si xexi tari oke lari di cipularang oke saja itu
jarang-jarang loh ada after sales service yang sebagus nissan,neutral,neutral,neutral,neutral,neutral,positive,jarangjarang loh ada after sales service yang bagus nissan
keseluruhan mobil Wuling confero S 1.5 L Lux+ ini direkomendasikan banget .,neutral,neutral,positive,neutral,neutral,neutral,seluruh mobil wuling confero s l lux ini rekomendasi banget
Mesin diesel yg paling kondang sampai ke kampung kampung ya Mitsubishi,neutral,positive,neutral,neutral,neutral,neutral,mesin diesel yg paling kondang sampai ke kampung kampung ya mitsubishi
sangat berkesan dengan Avanza karena harga nya yang murah dibanding dengan mobil sekelas nya ( saya beli bekas ) .,neutral,neutral,neutral,neutral,positive,neutral,sangat kesan dengan avanza karena harga nya yang murah banding dengan mobil kelas nya saya beli bekas
mobilio bagus banget design body nya juga oke banget,neutral,neutral,positive,positive,neutral,neutral,mobilio bagus banget design body nya juga oke banget
Pajero sport mobil impian gue bro keren nya gak ada yang bisa ngalahin,neutral,neutral,positive,neutral,neutral,neutral,pajero sport mobil impi gue bro keren nya gak ada yang bisa ngalahin
Fortuner tampang sih keren tp power nya letoy bos,neutral,negative,neutral,positive,neutral,neutral,fortuner tampang sih keren tp power nya letoy bos
Honda Beat luar biasa . Mesin nya bandel . Enggak pernah mogok sekalipun .,neutral,positive,positive,neutral,neutral,neutral,honda beat luar biasa mesin nya bandel enggak pernah mogok sekalipun
"pilihan ku enggak salah , terios ini mobil direkomendasikan banget .",neutral,neutral,positive,neutral,neutral,neutral,pilih ku enggak salah terios ini mobil rekomendasi banget
Daihatsu Ayla tuh yang lebih murah dan irit mah .,positive,neutral,neutral,neutral,positive,neutral,daihatsu ayla tuh yang lebih murah dan irit mah
"sudah 3 tahun saya pakai Honda Vario , sangat nyaman dipakai dan pasti nya irit",positive,neutral,positive,neutral,neutral,neutral,sudah tahun saya pakai honda vario sangat nyaman pakai dan pasti nya irit
secara keseluruhan sih vario lebih bagus daripada mio,neutral,neutral,negative,neutral,neutral,neutral,cara seluruh sih vario lebih bagus daripada mio
"ternyata GPS bawaan xenia nya enggak mengecewakan , anak-anak senang . Lumayan pintar lah , kalau saya bohongi rute nya dia tetap bisa kalkulasi ulang rute yang saya ambil .",neutral,neutral,neutral,positive,neutral,neutral,nyata gps bawa xenia nya enggak kecewa anakanak senang lumayan pintar lah kalau saya bohong rute nya dia tetap bisa kalkulasi ulang rute yang saya ambil
Mobil Honda semuanya punya tempat penyimpanan yang banyak,neutral,neutral,neutral,positive,neutral,neutral,mobil honda semua punya tempat simpan yang banyak
sampai saat ini tingkat kenyamanan calya tidak ada yang menandingi .,neutral,neutral,positive,neutral,neutral,neutral,sampai saat ini tingkat nyaman calya tidak ada yang tanding
"Untuk yang keseharian nya selalu menggunakan kendaraan , motor honda scoopy sangat cocok untuk anda , body yang elegan bahan bakar yang irit dan motor yang nyaman saat dikendarai sangat cocok untuk semua kalangan ;)",positive,neutral,positive,positive,neutral,neutral,untuk yang hari nya selalu guna kendara motor honda scoopy sangat cocok untuk anda body yang elegan bahan bakar yang irit dan motor yang nyaman saat kendara sangat cocok untuk semua kalang
Calya ini mobil jelek pelan pula untuk apa dibeli,neutral,neutral,negative,neutral,neutral,neutral,calya ini mobil jelek pelan pula untuk apa beli
"Pas lihat tadi Suzuki Baleno 2017 ini di GIIAS lumayan banget buat harga segitu , murah .",neutral,neutral,neutral,neutral,positive,neutral,pas lihat tadi suzuki baleno ini di giias lumayan banget buat harga segitu murah
"Saya lihat bodi mobilio sangat tipis dan rentan penyok , di jalanan banyak yang bodi nya penyok",neutral,neutral,neutral,negative,neutral,neutral,saya lihat bodi mobilio sangat tipis dan rentan penyok di jalan banyak yang bodi nya penyok
jazz lebih bandel kalo dibanding brio,neutral,negative,neutral,neutral,neutral,neutral,jazz lebih bandel kalo banding brio
"Payah nih bengkel mitsubishi PT Wicaksana Berlian Motor , dijanjiin servis sama operator nya tapi pas datang , bengkel nya ternyata libur",neutral,neutral,neutral,neutral,neutral,negative,payah nih bengkel mitsubishi pt wicaksana berlian motor dijanjiin servis sama operator nya tapi pas datang bengkel nya nyata libur
dibuat bermanuver tajam juga masih tetep oke si honda brio ini,neutral,positive,neutral,neutral,neutral,neutral,buat manuver tajam juga masih tetep oke si honda brio ini
Yang pertama Li biru dlx+ tahun 2004 AXIC - 1308 . Mobil mantap . Dibawa keliling pulau jawa tanpa ada masalah . baik-baik saja . Lewat tanjakan asoy pula .,neutral,neutral,positive,neutral,neutral,neutral,yang pertama li biru dlx tahun axic mobil mantap bawa keliling pulau jawa tanpa ada masalah baikbaik saja lewat tanjak asoy pula
Xpander lebih memiliki kesan Gahar dari eksterior .,neutral,neutral,neutral,positive,neutral,neutral,xpander lebih milik kesan gahar dari eksterior
"cocok banget brio ini buat ke kampus, desain body yang kecil gak bikin lebay buat dipakai mahasiswa",neutral,neutral,positive,positive,neutral,neutral,cocok banget brio ini buat ke kampus desain body yang kecil gak bikin lebay buat pakai mahasiswa
baru sebulan udah sampe inden fortuner mantap sekali,neutral,neutral,neutral,neutral,neutral,positive,baru bulan udah sampe inden fortuner mantap sekali
Naik pajero goyang nya parah mending naik inova,neutral,neutral,positive,neutral,neutral,neutral,naik pajero goyang nya parah mending naik inova
pengalaman berkendara nya sangat menyenangkan pakai Avanza karena suara mesin nya yang halus,neutral,positive,neutral,neutral,neutral,neutral,alam kendara nya sangat senang pakai avanza karena suara mesin nya yang halus
"agya agak sedikit mengecewakan, gak bagus",neutral,neutral,negative,neutral,neutral,neutral,agya agak sedikit kecewa gak bagus
Di samping harga nya yang terjangkau motor matic vario irit bahan bakar dan nyaman untuk digunakan dalam melaksanakan kegiatan sehari-hari .,positive,neutral,positive,neutral,positive,neutral,di samping harga nya yang jangkau motor matic vario irit bahan bakar dan nyaman untuk guna dalam laksana giat seharihari
"dengan harga yang cukup ekonomis, style body dari calya termasuk elegan",neutral,neutral,neutral,positive,positive,neutral,dengan harga yang cukup ekonomis style body dari calya masuk elegan
